#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-17.8322050, -58.5071628, -0.5839922, -0.3944380, -0.8431897,  0.3243713,  0.1680270)    0    0   5.00000000  0 0.200   0.00000000
(-11.3404280, -72.9610230, -5.0404344,  0.5124779, -0.6858739, -0.3188317,  0.4065583)    0    0   5.00000000  0 0.200   0.00000000
(-9.4230457, -74.2426498, -7.5624383,  0.5255986,  0.7970799, -0.2822217, -0.0935985)    0    0   5.00000000  0 0.200   0.00000000
(-24.1972836, -65.9451160, -3.2710629,  0.0355846,  0.2578499, -0.8603173, -0.4382937)    0    0   5.00000000  0 0.200   0.00000000
(-19.5567291, -73.4961342, -2.6648053,  0.0390169,  0.1620526,  0.7765695, -0.6075825)    0    0   5.00000000  0 0.200   0.00000000
(-15.6018023, -62.3036122, -13.0665882, -0.3227031, -0.6463950,  0.6896156, -0.0496632)    0    0   5.00000000  0 0.200   0.00000000
(-16.3020064, -68.0405142,  0.4621511, -0.2591950, -0.4564519, -0.2440768, -0.8154116)    0    0   5.00000000  0 0.200   0.00000000
(-6.9131202, -67.1176683, -10.2239422,  0.6559555, -0.1662204,  0.3748235,  0.6337196)    0    0   5.00000000  0 0.200   0.00000000
(-21.6981183, -70.5979127, -4.0540316,  0.7950445,  0.4119590,  0.0674244,  0.4400544)    0    0   5.00000000  0 0.200   0.00000000
(-15.6306106, -65.5380446, -3.5417508, -0.3639891, -0.3959457,  0.2039010, -0.8180240)    0    0   5.00000000  0 0.200   0.00000000
(-16.4179376, -75.0364210, -2.3657580, -0.0064836,  0.3901784, -0.8805503, -0.2689794)    0    0   5.00000000  0 0.200   0.00000000
(-9.8877337, -63.7087530, -0.4272202, -0.7529234,  0.3033906, -0.0853174, -0.5777383)    0    0   5.00000000  0 0.200   0.00000000
(-22.0580301, -65.6595755, -1.2523006, -0.3816734,  0.2296852,  0.7484647,  0.4912950)    0    0   5.00000000  0 0.200   0.00000000
(-20.9842906, -60.9142439, -0.3915763,  0.8284332, -0.5118882,  0.1347026, -0.1830959)    0    0   5.00000000  0 0.200   0.00000000
(-16.9635327, -66.5685568, -1.3115821, -0.1627845, -0.7137348, -0.5645567,  0.3812605)    0    0   5.00000000  0 0.200   0.00000000
(-11.8282831, -63.6155154, -13.4490533,  0.6274439, -0.1459135, -0.2730332, -0.7144762)    0    0   5.00000000  0 0.200   0.00000000
(-8.3250968, -65.0444787, -8.5624727, -0.2944769,  0.6276993, -0.2057561, -0.6906095)    0    0   5.00000000  0 0.200   0.00000000
(-12.1057898, -66.9688026, -6.6845199,  0.6654590, -0.1784370, -0.6419496,  0.3364896)    0    0   5.00000000  0 0.200   0.00000000
(-10.4906481, -73.3980891, -6.5823464, -0.4062781, -0.6707450, -0.4085165,  0.4670691)    0    0   5.00000000  0 0.200   0.00000000
(-16.6713934, -64.7544301,  1.6648513,  0.2457156, -0.2015015,  0.7858048, -0.5305957)    0    0   5.00000000  0 0.200   0.00000000
(-20.4080659, -71.6153015, -11.5521411,  0.6347815,  0.4815712, -0.5344689, -0.2819303)    0    0   5.00000000  0 0.200   0.00000000
(-20.6085442, -62.8137636, -2.2311917,  0.1632506,  0.9048126,  0.3658581,  0.1442612)    0    0   5.00000000  0 0.200   0.00000000
(-11.5772123, -69.6818647,  3.1085132, -0.5641426,  0.3374320,  0.2169986,  0.7216609)    0    0   5.00000000  0 0.200   0.00000000
(-18.9949304, -73.1482950, -0.6628057,  0.8814579,  0.0657486, -0.2248385,  0.4100692)    0    0   5.00000000  0 0.200   0.00000000
(-14.5073500, -57.2545211, -6.6888286,  0.2483394, -0.0279004, -0.9208911,  0.2991800)    0    0   5.00000000  0 0.200   0.00000000
(-17.0372034, -76.4441586, -6.7173565,  0.0667614,  0.3224713,  0.6646773,  0.6706409)    0    0   5.00000000  0 0.200   0.00000000
(-8.9341052, -67.4619902, -0.6648866, -0.7097956, -0.3054209,  0.2098989, -0.5990415)    0    0   5.00000000  0 0.200   0.00000000
(-21.0092235, -74.1513597, -8.5144264, -0.3171194, -0.4479614,  0.2442017, -0.7994570)    0    0   5.00000000  0 0.200   0.00000000
(-12.1239089, -72.1790309, -4.3207189,  0.6015682, -0.5698316, -0.2898184,  0.4789707)    0    0   5.00000000  0 0.200   0.00000000
(-11.7436706, -66.9883379, -7.6322887,  0.5429391, -0.7018024, -0.2029334, -0.4141360)    0    0   5.00000000  0 0.200   0.00000000
(-9.9245554, -72.1159901, -8.0781131, -0.1618420, -0.0448503, -0.9019145,  0.3979270)    0    0   5.00000000  0 0.200   0.00000000
(-13.5082776, -69.5006104,  3.6916473, -0.8193028, -0.4877533,  0.1325421, -0.2706885)    0    0   5.00000000  0 0.200   0.00000000
(-18.5755779, -71.3227911, -6.0239165,  0.0426965,  0.0659860, -0.3799178, -0.9216753)    0    0   5.00000000  0 0.200   0.00000000
(-12.3106422, -67.7927766, -11.1877638,  0.3549098, -0.1485471, -0.6647494,  0.6403757)    0    0   5.00000000  0 0.200   0.00000000
(-22.9646970, -69.7442178, -5.6181819,  0.0128055, -0.7056643, -0.4657358, -0.5338202)    0    0   5.00000000  0 0.200   0.00000000
(-14.8097528, -62.7912610, -3.8815914, -0.6384294, -0.1138142,  0.4504835, -0.6136113)    0    0   5.00000000  0 0.200   0.00000000
(-16.4608639, -71.9366494, -11.6256942,  0.1350383,  0.9154240,  0.3751513, -0.0550000)    0    0   5.00000000  0 0.200   0.00000000
(-9.4099427, -59.4964186, -2.4682564, -0.4399885, -0.6136965,  0.6551722,  0.0231553)    0    0   5.00000000  0 0.200   0.00000000
(-11.3333594, -62.4801060, -6.1553729,  0.0710909, -0.8481239, -0.3660610, -0.3763392)    0    0   5.00000000  0 0.200   0.00000000
(-18.4449804, -74.6038876, -6.4908526, -0.3241057, -0.8478853,  0.3058859, -0.2871932)    0    0   5.00000000  0 0.200   0.00000000
(-16.9332626, -58.2491984, -8.7859895, -0.2586700, -0.0711208, -0.4757107,  0.8376939)    0    0   5.00000000  0 0.200   0.00000000
(-11.4933754, -65.1673342,  0.6502328, -0.2806312,  0.5320314,  0.5084219,  0.6161947)    0    0   5.00000000  0 0.200   0.00000000
(-7.7175278, -72.9556677, -4.6700455, -0.0995147,  0.5224013,  0.0965709,  0.8413487)    0    0   5.00000000  0 0.200   0.00000000
(-11.7742968, -65.1128427,  2.2588886,  0.2711593, -0.5879839,  0.4808287,  0.5912287)    0    0   5.00000000  0 0.200   0.00000000
(-19.4848593, -62.2598609, -5.2411894,  0.4107455,  0.0385119,  0.0763630,  0.9077299)    0    0   5.00000000  0 0.200   0.00000000
(-17.9845375, -65.9514832, -14.0334084,  0.1477720,  0.7082496,  0.1984237, -0.6611913)    0    0   5.00000000  0 0.200   0.00000000
(-13.8900921, -57.1330539, -5.5746661, -0.3340474, -0.4340186, -0.7734155,  0.3191687)    0    0   5.00000000  0 0.200   0.00000000
(-21.4203574, -68.3118695, -3.6217962,  0.1143910,  0.6168629, -0.7007838,  0.3395541)    0    0   5.00000000  0 0.200   0.00000000
(-14.0914621, -59.8839338, -8.9591847, -0.4288830, -0.4672104,  0.7430968,  0.2134973)    0    0   5.00000000  0 0.200   0.00000000
(-15.1424337, -70.4435648, -7.0935827, -0.5399710, -0.5213657, -0.3428047, -0.5648841)    0    0   5.00000000  0 0.200   0.00000000
(-21.7352072, -71.1667448, -0.6380045,  0.4864703,  0.6344323,  0.5948878,  0.0833720)    0    0   5.00000000  0 0.200   0.00000000
(-16.7854896, -59.5584758, -8.1862423,  0.2592321, -0.2563934,  0.9289971,  0.0634475)    0    0   5.00000000  0 0.200   0.00000000
(-19.8336395, -63.5780314, -2.7592069, -0.8820777, -0.1044513, -0.4432224,  0.1207591)    0    0   5.00000000  0 0.200   0.00000000
(-7.5397629, -71.8310084, -2.1518042, -0.4123125,  0.5359649,  0.1215266, -0.7266164)    0    0   5.00000000  0 0.200   0.00000000
(-19.6062278, -65.3943877, -3.3649895, -0.2587845,  0.3683294, -0.5085539, -0.7339870)    0    0   5.00000000  0 0.200   0.00000000
(-18.9674975, -69.8935401, -3.1681730, -0.5210786,  0.2551265,  0.0839984,  0.8101431)    0    0   5.00000000  0 0.200   0.00000000
(-14.9239444, -57.7716208, -2.0045410,  0.8213268,  0.2960682,  0.4818400,  0.0748075)    0    0   5.00000000  0 0.200   0.00000000
(-11.8134200, -67.5471522, -7.5031085, -0.4194522, -0.6558997,  0.0052400, -0.6275571)    0    0   5.00000000  0 0.200   0.00000000
(-18.6888826, -63.4659867,  0.4922971, -0.3639510,  0.1338422, -0.7997217,  0.4583353)    0    0   5.00000000  0 0.200   0.00000000
(-18.0200692, -74.3241355, -0.7375709, -0.2106538,  0.1978715, -0.8060731,  0.5164475)    0    0   5.00000000  0 0.200   0.00000000
(-13.5952983, -63.9302301, -8.0000398,  0.3481973, -0.4696026,  0.8106289,  0.0333577)    0    0   5.00000000  0 0.200   0.00000000
(-10.9239780, -58.5372698, -4.7157452,  0.1908223, -0.4826978,  0.4411484,  0.7321050)    0    0   5.00000000  0 0.200   0.00000000
(-23.2016036, -64.0461256, -6.1855269,  0.5967240,  0.4907877,  0.5654871,  0.2885691)    0    0   5.00000000  0 0.200   0.00000000
(-11.6724262, -75.6626044, -4.0794761, -0.5485371,  0.1428764,  0.8094960,  0.1530019)    0    0   5.00000000  0 0.200   0.00000000
(-9.0528520, -66.4480057, -0.8535060, -0.2301754,  0.6556912, -0.4562351,  0.5558219)    0    0   5.00000000  0 0.200   0.00000000
(-17.8802324, -68.0333387, -9.0280979, -0.8395122,  0.4971360, -0.0057955,  0.2191837)    0    0   5.00000000  0 0.200   0.00000000
(-15.9147401, -70.5958027, -7.6145540, -0.2859932, -0.6028401,  0.3635338,  0.6501037)    0    0   5.00000000  0 0.200   0.00000000
(-14.3679916, -65.1063413, -6.7907939,  0.2108489, -0.6907561,  0.1747120, -0.6692342)    0    0   5.00000000  0 0.200   0.00000000
(-16.0017507, -72.0001987, -12.6111898, -0.7411145,  0.1828966,  0.4851431, -0.4265374)    0    0   5.00000000  0 0.200   0.00000000
(-10.9324122, -64.8884101, -1.8467138, -0.6561600, -0.0361418, -0.1732396,  0.7335775)    0    0   5.00000000  0 0.200   0.00000000
(-15.2906470, -62.3334298, -13.8600949, -0.8827350, -0.3731595,  0.1152387,  0.2612486)    0    0   5.00000000  0 0.200   0.00000000
(-15.3585701, -64.0306823, -11.0456057,  0.2834505, -0.3817959, -0.5362574, -0.6973634)    0    0   5.00000000  0 0.200   0.00000000
(-22.3432254, -65.8446264, -6.8775272, -0.0966468, -0.8684231,  0.4862564,  0.0074497)    0    0   5.00000000  0 0.200   0.00000000
(-17.3939419, -71.2048253, -7.5081122, -0.3226864, -0.7703253,  0.2758775, -0.4757774)    0    0   5.00000000  0 0.200   0.00000000
(-12.9050234, -68.1438849, -0.0297972, -0.2792307, -0.9443660,  0.0606652,  0.1628583)    0    0   5.00000000  0 0.200   0.00000000
(-19.6453402, -68.0965225, -9.5092060, -0.7119029, -0.4763167, -0.4323866,  0.2817065)    0    0   5.00000000  0 0.200   0.00000000
(-14.4314595, -66.9404509,  2.0181334,  0.2427174,  0.6434252, -0.5688633,  0.4510951)    0    0   5.00000000  0 0.200   0.00000000
(-15.1449223, -70.8226053,  2.7905661,  0.3346515, -0.8897782, -0.1617347,  0.2648491)    0    0   5.00000000  0 0.200   0.00000000
(-14.7872175, -69.1658933, -12.8552048, -0.3341571, -0.0641983, -0.9036360,  0.2601145)    0    0   5.00000000  0 0.200   0.00000000
(-16.3627431, -62.2074415, -7.7334896, -0.5504071,  0.1014917,  0.8123911,  0.1636220)    0    0   5.00000000  0 0.200   0.00000000
(-12.6652681, -61.8786563,  0.6957954,  0.0271500, -0.1845516, -0.8856091,  0.4253235)    0    0   5.00000000  0 0.200   0.00000000
(-12.2948692, -67.4336761, -12.1394975, -0.5857260, -0.7793947,  0.0517519,  0.2163117)    0    0   5.00000000  0 0.200   0.00000000
(-15.8913119, -58.6942691, -5.2578606,  0.3535377,  0.0155425, -0.0080787,  0.9352563)    0    0   5.00000000  0 0.200   0.00000000
(-16.6533507, -64.4429317, -0.8714759, -0.5190747, -0.3813078, -0.5920817, -0.4843604)    0    0   5.00000000  0 0.200   0.00000000
(-16.1953652, -59.9737541, -3.2745039, -0.4514595,  0.4818308,  0.0629391,  0.7483730)    0    0   5.00000000  0 0.200   0.00000000
(-18.7869049, -73.5987753, -2.0639852, -0.6177236,  0.3128434, -0.7112014, -0.1214045)    0    0   5.00000000  0 0.200   0.00000000
(-18.4426984, -62.3317608, -2.7285249, -0.1259353, -0.1345198,  0.9787120,  0.0903748)    0    0   5.00000000  0 0.200   0.00000000
(-9.0650698, -64.7827785, -9.8690797,  0.0235583,  0.6682502, -0.6920607,  0.2719166)    0    0   5.00000000  0 0.200   0.00000000
(-11.5200204, -69.0808209, -9.6492601, -0.5137307,  0.5470420,  0.6449967,  0.1442396)    0    0   5.00000000  0 0.200   0.00000000
(-23.9497336, -68.3674658, -8.9742509, -0.8614832, -0.1410293, -0.1695069,  0.4574110)    0    0   5.00000000  0 0.200   0.00000000
(-8.7493065, -61.3692705, -4.4881256,  0.5929434, -0.2408623, -0.7273251, -0.2477937)    0    0   5.00000000  0 0.200   0.00000000
(-10.7535063, -67.4442999, -2.6202244,  0.5929664, -0.1569646,  0.3592401, -0.7033488)    0    0   5.00000000  0 0.200   0.00000000
(-11.1150865, -66.0992611, -3.9466019, -0.3610782,  0.9040929,  0.2242084, -0.0443764)    0    0   5.00000000  0 0.200   0.00000000
(-21.6758727, -62.1947850, -0.0446439, -0.4544669, -0.2459993, -0.8132621, -0.2674864)    0    0   5.00000000  0 0.200   0.00000000
(-21.7455224, -62.7098669, -9.9815518, -0.0936780, -0.6343912, -0.7657282, -0.0493219)    0    0   5.00000000  0 0.200   0.00000000
(-17.3545731, -66.8932428, -9.7187199, -0.6949256,  0.7186194,  0.0034086,  0.0255540)    0    0   5.00000000  0 0.200   0.00000000
(-17.5307881, -57.8111808, -2.1227858, -0.4418554, -0.0795343, -0.4318887, -0.7822469)    0    0   5.00000000  0 0.200   0.00000000
(-11.6398598, -58.1946614, -5.3016161, -0.5940537,  0.2291996,  0.6995786, -0.3242801)    0    0   5.00000000  0 0.200   0.00000000
(-19.0682199, -70.6656484, -2.5107313,  0.3629639, -0.6842156,  0.0970537, -0.6250495)    0    0   5.00000000  0 0.200   0.00000000
(-14.9245063, -66.7033410,  1.0638067,  0.8617561,  0.2106185, -0.2446349, -0.3913696)    0    0   5.00000000  0 0.200   0.00000000
(-16.1649044, -75.3890099, -9.1656072, -0.4190168, -0.5044932, -0.0015800, -0.7549232)    0    0   5.00000000  0 0.200   0.00000000
(-15.9066711, -73.2321243, -10.2079447,  0.3696782,  0.8707458, -0.2654389,  0.1862307)    0    0   5.00000000  0 0.200   0.00000000
(-11.4280944, -66.9674066, -3.7871827, -0.6761103,  0.3745648, -0.5240990,  0.3576261)    0    0   5.00000000  0 0.200   0.00000000
(-13.7161508, -66.8746506, -7.3423924,  0.6778034,  0.0263476, -0.7268631,  0.1075100)    0    0   5.00000000  0 0.200   0.00000000
(-23.5171990, -70.8003593, -7.9114055,  0.5938101, -0.3674807, -0.3678587,  0.6140256)    0    0   5.00000000  0 0.200   0.00000000
(-20.0395410, -63.0592161, -4.4907370,  0.5403581, -0.8323908,  0.0967491, -0.0760144)    0    0   5.00000000  0 0.200   0.00000000
(-20.5484474, -64.3565714, -2.0891184, -0.6789258, -0.0764139,  0.6436002, -0.3449630)    0    0   5.00000000  0 0.200   0.00000000
(-19.8871692, -65.2043615,  2.4552037,  0.1521519,  0.9821645, -0.0833070, -0.0725440)    0    0   5.00000000  0 0.200   0.00000000
(-7.1476208, -64.5919663, -1.9520985,  0.6900006,  0.4074674,  0.5740251,  0.1684183)    0    0   5.00000000  0 0.200   0.00000000
(-12.2660654, -64.3304882, -13.7493753, -0.8335110,  0.4764586, -0.1391732,  0.2426467)    0    0   5.00000000  0 0.200   0.00000000
(-12.2966378, -69.6769670, -5.2890513, -0.0598385,  0.1337812,  0.8565297, -0.4948523)    0    0   5.00000000  0 0.200   0.00000000
(-15.6700349, -75.4662724, -0.9647726, -0.4230576, -0.2631069, -0.8564046, -0.1355292)    0    0   5.00000000  0 0.200   0.00000000
(-16.4310148, -59.7128797, -2.8117734, -0.0436190,  0.7558007, -0.6016208, -0.2547845)    0    0   5.00000000  0 0.200   0.00000000
(-19.7090975, -69.3946473, -8.2412532, -0.0212165,  0.8531873,  0.0007613, -0.5211724)    0    0   5.00000000  0 0.200   0.00000000
(-7.7683568, -64.6665584, -2.1371987,  0.7894344,  0.2404525,  0.1577291,  0.5423075)    0    0   5.00000000  0 0.200   0.00000000
(-18.0689591, -60.9087906,  1.9487526, -0.3328501, -0.1076801,  0.9289681, -0.1209710)    0    0   5.00000000  0 0.200   0.00000000
(-22.4068013, -67.8410417, -10.2696455,  0.6614707, -0.3362968,  0.6306374, -0.2272827)    0    0   5.00000000  0 0.200   0.00000000
(-12.7737156, -69.0116531,  0.4456656, -0.6712183,  0.4985208,  0.4995060,  0.2267967)    0    0   5.00000000  0 0.200   0.00000000
(-20.9663938, -62.9361167, -9.2071719, -0.0145033,  0.0753901,  0.3700614, -0.9258296)    0    0   5.00000000  0 0.200   0.00000000
(-15.3710181, -70.8601402,  2.9202870,  0.0209985,  0.2250676,  0.9425117,  0.2461204)    0    0   5.00000000  0 0.200   0.00000000
(-9.7601258, -67.9996237, -3.5654187, -0.6713079, -0.3227829, -0.6424761,  0.1799482)    0    0   5.00000000  0 0.200   0.00000000
(-17.9945608, -66.3412046,  2.3986097, -0.3800342, -0.1112721, -0.6104068, -0.6860001)    0    0   5.00000000  0 0.200   0.00000000
(-22.8416005, -70.8216615, -4.9426148, -0.8112195,  0.3683205,  0.2253220,  0.3943259)    0    0   5.00000000  0 0.200   0.00000000
(-14.0316612, -60.1974799, -3.6674160,  0.2353012,  0.0279773,  0.9690988,  0.0685433)    0    0   5.00000000  0 0.200   0.00000000
(-22.8056022, -64.0557583, -8.4441028,  0.7297287,  0.0959786,  0.5116167,  0.4433199)    0    0   5.00000000  0 0.200   0.00000000
(-12.9228049, -71.3889221, -9.4477192,  0.1959075, -0.8724116,  0.2693358,  0.3577381)    0    0   5.00000000  0 0.200   0.00000000
(-24.9443279, -68.4159246, -2.9044324,  0.6124008, -0.7155200, -0.0292980,  0.3348700)    0    0   5.00000000  0 0.200   0.00000000
(-13.1455649, -64.9275400, -5.0907032, -0.5164172, -0.5785288,  0.6256031,  0.0850794)    0    0   5.00000000  0 0.200   0.00000000
(-16.2101102, -64.2925769, -4.1733751,  0.2424435,  0.7443223,  0.5500143,  0.2910150)    0    0   5.00000000  0 0.200   0.00000000
(-17.1196072, -69.2228952, -11.5185161, -0.1555156, -0.5472681,  0.7214636, -0.3947186)    0    0   5.00000000  0 0.200   0.00000000
(-13.2731662, -64.9406494, -12.5823603,  0.4600672, -0.4639283,  0.4513566, -0.6077712)    0    0   5.00000000  0 0.200   0.00000000
(-9.1151291, -70.6088243, -5.2803597, -0.4880602,  0.3855646,  0.7191208, -0.3098426)    0    0   5.00000000  0 0.200   0.00000000
(-18.0275416, -63.6185094, -4.0613965, -0.3676451,  0.5317425, -0.0534209,  0.7610737)    0    0   5.00000000  0 0.200   0.00000000
(-10.1468183, -71.8909070, -4.2033116,  0.3805023,  0.6849556,  0.5775134, -0.2291989)    0    0   5.00000000  0 0.200   0.00000000
(-16.2445181, -71.8959757, -9.3155578,  0.2857136, -0.3344133, -0.7850133, -0.4362221)    0    0   5.00000000  0 0.200   0.00000000
(-20.8253250, -71.6172649, -10.8826021,  0.9194935, -0.0877291, -0.0326217,  0.3818000)    0    0   5.00000000  0 0.200   0.00000000
(-10.6750432, -63.7699375, -5.5485667,  0.0017800, -0.3215526,  0.2318506,  0.9180665)    0    0   5.00000000  0 0.200   0.00000000
(-17.7245039, -66.3105954,  2.7548134, -0.0863225, -0.1925863, -0.1246334,  0.9694975)    0    0   5.00000000  0 0.200   0.00000000
(-16.6409029, -73.4123374, -7.2571105,  0.8939363,  0.0136514, -0.2105760, -0.3954102)    0    0   5.00000000  0 0.200   0.00000000
(-17.0815167, -59.7941271, -10.9605137,  0.6840607,  0.2860492, -0.3830807, -0.5508956)    0    0   5.00000000  0 0.200   0.00000000
(-17.5891827, -66.9542095, -9.0154635, -0.4059509,  0.8476590, -0.3401300,  0.0314602)    0    0   5.00000000  0 0.200   0.00000000
(-22.7537594, -63.6998279, -8.2404299, -0.1690054, -0.8327011, -0.2807216,  0.4463647)    0    0   5.00000000  0 0.200   0.00000000
(-12.3002789, -73.3932441,  1.4079824,  0.7459686, -0.4088921, -0.4839258,  0.2053141)    0    0   5.00000000  0 0.200   0.00000000
(-23.8614440, -64.3510112, -2.2259763, -0.4185574, -0.2149210, -0.2810907,  0.8364249)    0    0   5.00000000  0 0.200   0.00000000
(-15.3324043, -65.0567404, -4.6537977,  0.4439381,  0.6377487, -0.0934457,  0.6224657)    0    0   5.00000000  0 0.200   0.00000000
(-14.8812243, -64.7190645,  4.4509394, -0.0942315,  0.0813410, -0.2398315, -0.9628005)    0    0   5.00000000  0 0.200   0.00000000
(-9.4393338, -69.5919065, -6.1230538,  0.5646331,  0.5411840,  0.5121429,  0.3549914)    0    0   5.00000000  0 0.200   0.00000000
(-16.8956062, -69.2567554,  3.8776531,  0.4674430,  0.1891538,  0.4469861, -0.7388648)    0    0   5.00000000  0 0.200   0.00000000
(-22.5614103, -69.3727499,  0.1842332,  0.6720135, -0.4961678,  0.4120921, -0.3638620)    0    0   5.00000000  0 0.200   0.00000000
(-22.0268371, -65.0786868,  0.5392245,  0.8597111, -0.2802398, -0.0141920,  0.4268032)    0    0   5.00000000  0 0.200   0.00000000
(-7.6970100, -66.7558375, -4.3379514, -0.3339215, -0.2471007, -0.8623055,  0.2895979)    0    0   5.00000000  0 0.200   0.00000000
